,count,values
ClinicalDocument.component.structuredBody.component.section.entry.organizer.informant.assignedEntity.representedOrganization.id.extension,2,['MMC']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.doseQuantity.translation.value,4,"['0.1', '1.0', '15.0', '2.0', '30.0', '5.0', '75.0']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.typeCode,252,"['COMP', 'REFR', 'RSON', 'SUBJ']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.interpretationCode.codeSystem,210,['2.16.840.1.113883.5.83']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.classCode,22,['OBS']
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.entryRelationship.observation.templateId.root,2,['2.16.840.1.113883.10.20.6.2.8']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.code,306,"['03', '05', '07', '08', '09', '10', '100', '103', '1046847', '105029', '107', '1094180', '1112231', '112', '114', '1152108', '1154602', '116', '1165655', '1191', '121', '122', '126', '133', '135', '1360201', '140', '141', '141962', '146', '153475', '162540', '16552', '17', '172089', '172838', '17326', '177323', '186458', '197319', '197517', '197591', '197862', '197900', '198211', '198471', '198706', '199850', '20', '200132', '201961', '202908', '204135', '21', '212339', '226449', '243670', '258395', '261287', '261551', '267456', '278350', '279394', '284810', '285018', '307782', '308135', '308416', '309078', '309114', '309471', '311040', '311041', '311725', '312260', '313195', '313988', '313989', '314076', '314077', '314146', '315223', '318142', '329498', '329646', '33', '351136', '388681', '391880', '432638', '444366', '445655', '45', '453953', '51', '553103', '573621', '617310', '617311', '617312', '617314', '617320', '630208', '706459', '728109', '728111', '731378', '744863', '745679', '746763', '749780', '83', '831303', '833530', '835603', '847207', '849431', '85', '854878', '855312', '855326', '855332', '858828', '860978', '861007', '861748', '863671', '866514', '866924', '88', '892246', '903884', '966247', '992447', '993536', '998', 'None', 'Unknown']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.author.assignedAuthor.assignedPerson.name.suffix.@value,2,['MD']
ClinicalDocument.recordTarget.patientRole.patient.birthplace.place.addr.streetAddressLine.nullFlavor,10,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.effectiveTime.low.nullFlavor,4,['NI']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.templateId.assigningAuthorityName,2,"['CCDA Medication Dispense', 'CCDA Medication Supply Order']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.informant.assignedEntity.id.root,4,"['2.16.840.1.113883.4.6', '20548511-6e15-4437-a200-922730629b15', '2599d6a7-6a55-49d1-8811-dee870339687', '2c13ad17-8086-40f4-a7a5-59e2a7f12c01', '3316f7a3-5906-4cf3-9199-a27d950d5acf', '63eef114-6478-4115-9ac5-e43c35fa2558', '6e53a7a2-86db-4133-84ee-c09eb0c56ceb', '6f1d2ed4-ea50-4e6a-9993-082126e05420', '79376937-5240-4ea2-a73a-1efa13736918', '8229794c-1c56-4bba-b54c-c6a336a020ab', '84b1f709-d5f9-42f8-a16a-3010c14531bd', '916da4a3-cddd-4102-b5b1-9daca5c2edc4', '95e6687d-7797-4e6a-991a-6ae7c9762536', 'ec17e3ed-ef5c-44c0-a88f-8585fff42277', 'ec72653a-dae8-4ce3-b216-9282e15a7073', 'f3c984b5-c66d-482c-b8e8-e22082c0ff80', 'fb01e3b7-379f-4042-85ab-9f85c55114fd', 'fba3526c-eba5-451d-8200-e23feee11881']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.typeCode,2,['PRF']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.effectiveTime.alignment,2,['CD']
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.entryRelationship.observation.classCode,2,['DGIMG']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.performer.assignedEntity.representedOrganization.addr.state.@value,2,['CA']
ClinicalDocument.component.structuredBody.component.section.entry.observation.value.translation.code,202,"['00DD54E1-3728-45D6-9407-924EAA4F0F7B', '099.9', '120045', '120047', '3733', '4103', '449868002', '493.90', '5098', '94262', 'A64', 'J45.909', 'V68.01', 'Z02.71', 'f65f2c3b-2ce7-e111-a03b-005056936627']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.author.assignedAuthor.addr.country.nullFlavor,28,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.informant.assignedEntity.representedOrganization.addr.streetAddressLine.@value,2,"['99 Sycamore Street', 'Suite 3']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.moodCode,288,"['ARQ', 'EVN', 'INT', 'RQO']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.id.root,92,"['0506c036-adfb-4e6e-b9e1-eea76177ead5', '062e50f2-9185-4821-a8eb-af22722d1f8e', '1.3.6.1.4.1.22812.11.0.100610.4.11.1.1', '1.3.6.1.4.1.22812.11.99930.3.4.11.1.1', '1.3.6.1.4.1.22812.3.99930.3.4.11.1.1', '1.3.6.1.4.1.22812.3.9999341.3.4.11.1.1', '1.3.6.1.4.1.22812.4.111.0.4.11.1.1', '1.3.6.1.4.1.22812.4.111.0.4.11.1.2', '1.3.6.1.4.1.22812.4.111.0.4.11.1.3', '14f214e4-b81e-41b6-9d65-18f0e8772d5e', '2.16.840.1.113883.3.3388.1.1.1.310936.3', '2.16.840.1.113883.3.3388.1.1.1.310936.3.82682824.2.1', '2.16.840.1.113883.3.3388.1.1.1.310936.3.83899160.2.1', '2.16.840.1.113883.3.441', '2c1a2c69-a39c-4eba-8575-36b04d55bd9d', '4adc1020-7b14-11db-9fe1-0800200c9a64', '56080184-40dd-405c-82fc-12d293dafcb9', '5f93143d-d1f4-4c77-858f-86c15b2ba06e', '69724b9d-5e77-402f-a5b6-3379dde3e8a9', '792b489d-6caa-4805-9bff-56ae2d2a2e56', '8a07406a-78e7-4484-b0f6-f8ad522cb36e', 'A1df7b208-62fb-4167-b277-6968e4ff890c', 'A2AB7527-EF00-497F-8563-D278158ED4FA', 'A2ca043cb-b2c3-4c8e-858a-f2f480abd82a', 'A593374aa-863a-4364-a82b-9458d5323cd3', 'Aac2a3ba0-4806-4500-8ae3-8c0cf1ed745f', 'Af72a344d-165e-41df-b46f-aee9345d4c9b', 'C0609CEB-C18B-4750-813B-3D79B08832E0', 'a2176310-7c0d-4f55-bf46-ff59010a380d', 'ab1791b0-5c71-11db-b0de-0800200c9a66', 'caf25d83-e4c2-4397-b25a-09cacc209182', 'dcc01eac-017a-4918-801f-3bf726f661dd', 'df811906-b3c9-45d8-8767-c9b4f6649c62']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.name.@value,14,"['Aerosol', 'Diethylene Glycol']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.id.extension,80,"['0ccce75ff0db44cbadcae38bc45c3d93', '100025030575-A9918D36-940F-11E3-90AC-1CC4B7D83400', '100025030576-A98EBD54-940F-11E3-90AC-1CC4B7D83400', '100025030577-A9913C00-940F-11E3-90AC-1CC4B7D83400', '100025030578-A978B130-940F-11E3-90AC-1CC4B7D83400', '100025030579-A978FC9E-940F-11E3-90AC-1CC4B7D83400', '100025030580-A9794762-940F-11E3-90AC-1CC4B7D83400', '100025030581-A987CA9E-940F-11E3-90AC-1CC4B7D83400', '100025030582-A992645E-940F-11E3-90AC-1CC4B7D83400', '100025030583-A9881FD0-940F-11E3-90AC-1CC4B7D83400', '100025030584-A9884B90-940F-11E3-90AC-1CC4B7D83400', '100025030585-A98D5F2C-940F-11E3-90AC-1CC4B7D83400', '100025030586-A98D8542-940F-11E3-90AC-1CC4B7D83400', '100025030587-A98DBEE0-940F-11E3-90AC-1CC4B7D83400', '100025030588-A98E3848-940F-11E3-90AC-1CC4B7D83400', '100025030589-A98E6912-940F-11E3-90AC-1CC4B7D83400', '100025030590-A9906D7A-940F-11E3-90AC-1CC4B7D83400', '100025030591-A9948CFC-940F-11E3-90AC-1CC4B7D83400', '100025030626-A99113D8-940F-11E3-90AC-1CC4B7D83400', '100025030627-A993891A-940F-11E3-90AC-1CC4B7D83400', '100025030628-A9904A98-940F-11E3-90AC-1CC4B7D83400', '100025030629-A991E1C8-940F-11E3-90AC-1CC4B7D83400', '100025030630-A98E0FA8-940F-11E3-90AC-1CC4B7D83400', '100025030631-A9930224-940F-11E3-90AC-1CC4B7D83400', '100025030632-A992DCF4-940F-11E3-90AC-1CC4B7D83400', '100025030633-A9920A54-940F-11E3-90AC-1CC4B7D83400', '100025030634-A992B22E-940F-11E3-90AC-1CC4B7D83400', '100025030635-A9928E7A-940F-11E3-90AC-1CC4B7D83400', '100025030639-A990E6CE-940F-11E3-90AC-1CC4B7D83400', '100025030640-A99358FA-940F-11E3-90AC-1CC4B7D83400', '100025030642-A98F1178-940F-11E3-90AC-1CC4B7D83400', '100025030643-A991BA36-940F-11E3-90AC-1CC4B7D83400', '100025030644-A98DE3A2-940F-11E3-90AC-1CC4B7D83400', '100025030645-A979A9DC-940F-11E3-90AC-1CC4B7D83400', '100025030646-E3871A10-940F-11E3-B318-1CC4B7D83400', '100025030647-E386EF4A-940F-11E3-B318-1CC4B7D83400', '100025030648-E386CBBE-940F-11E3-B318-1CC4B7D83400', '100025030649-FC5FDC70-940F-11E3-A946-1CC4B7D83400', '100025030650-FC5FB27C-940F-11E3-A946-1CC4B7D83400', '100025030651-FC5F8BE4-940F-11E3-A946-1CC4B7D83400', '100025030652-0B05AA84-9410-11E3-81F5-1CC4B7D83400', '100025030653-0B058522-9410-11E3-81F5-1CC4B7D83400', '100025030654-0B055D90-9410-11E3-81F5-1CC4B7D83400', '100025030655-1F1418C6-9410-11E3-A442-1CC4B7D83400', '100025030656-1F13F422-9410-11E3-A442-1CC4B7D83400', '100025030657-1F13D104-9410-11E3-A442-1CC4B7D83400', '100025030658-E385FB58-940F-11E3-B318-1CC4B7D83400', '100025030659-E3876CE0-940F-11E3-B318-1CC4B7D83400', '100025030660-E385A464-940F-11E3-B318-1CC4B7D83400', '100025030661-E3866F7A-940F-11E3-B318-1CC4B7D83400', '100025030662-E3852566-940F-11E3-B318-1CC4B7D83400', '100025030663-E3850202-940F-11E3-B318-1CC4B7D83400', '100025030664-FC5ED852-940F-11E3-A946-1CC4B7D83400', '100025030665-FC60333C-940F-11E3-A946-1CC4B7D83400', '100025030666-FC5E8910-940F-11E3-A946-1CC4B7D83400', '100025030667-FC5F348C-940F-11E3-A946-1CC4B7D83400', '100025030668-FC5E1138-940F-11E3-A946-1CC4B7D83400', '100025030669-FC5DEE42-940F-11E3-A946-1CC4B7D83400', '100025030670-0B04A7A6-9410-11E3-81F5-1CC4B7D83400', '100025030671-0B069FFC-9410-11E3-81F5-1CC4B7D83400', '100025030672-0B0459F4-9410-11E3-81F5-1CC4B7D83400', '100025030673-0B050548-9410-11E3-81F5-1CC4B7D83400', '100025030674-0B03B3AA-9410-11E3-81F5-1CC4B7D83400', '100025030675-0B029380-9410-11E3-81F5-1CC4B7D83400', '100025030676-1F13240C-9410-11E3-A442-1CC4B7D83400', '100025030677-1F147FD2-9410-11E3-A442-1CC4B7D83400', '100025030678-1F12B530-9410-11E3-A442-1CC4B7D83400', '100025030679-1F137E5C-9410-11E3-A442-1CC4B7D83400', '100025030680-1F121B5C-9410-11E3-A442-1CC4B7D83400', '100025030681-1F111568-9410-11E3-A442-1CC4B7D83400', '100025030682-0B04CFF6-9410-11E3-81F5-1CC4B7D83400', '100025030683-0B040238-9410-11E3-81F5-1CC4B7D83400', '100025030684-0B04817C-9410-11E3-81F5-1CC4B7D83400', '100025030685-0B01CF86-9410-11E3-81F5-1CC4B7D83400', '100025030686-0B0222F6-9410-11E3-81F5-1CC4B7D83400', '100025030687-0B02477C-9410-11E3-81F5-1CC4B7D83400', '100025030688-0B026FA4-9410-11E3-81F5-1CC4B7D83400', '100025030689-0B0536D0-9410-11E3-81F5-1CC4B7D83400', '100025030690-0B02B5A4-9410-11E3-81F5-1CC4B7D83400', '100025030691-0B02EC90-9410-11E3-81F5-1CC4B7D83400', '100025030692-0B0313D2-9410-11E3-81F5-1CC4B7D83400', '100025030693-0B033BBE-9410-11E3-81F5-1CC4B7D83400', '100025030694-0B035F9A-9410-11E3-81F5-1CC4B7D83400', '100025030695-0B038EE8-9410-11E3-81F5-1CC4B7D83400', '100025030696-0B03DA7E-9410-11E3-81F5-1CC4B7D83400', '100025030697-0B042CC2-9410-11E3-81F5-1CC4B7D83400', '100025030698-0B05D4C8-9410-11E3-81F5-1CC4B7D83400', '100025030699-1F134A7C-9410-11E3-A442-1CC4B7D83400', '100025030700-1F126A76-9410-11E3-A442-1CC4B7D83400', '100025030701-1F12FD88-9410-11E3-A442-1CC4B7D83400', '100025030702-1F106000-9410-11E3-A442-1CC4B7D83400', '100025030703-1F109E9E-9410-11E3-A442-1CC4B7D83400', '100025030704-1F10C61C-9410-11E3-A442-1CC4B7D83400', '100025030705-1F10EAB6-9410-11E3-A442-1CC4B7D83400', '100025030706-1F13A4C2-9410-11E3-A442-1CC4B7D83400', '100025030707-1F113CA0-9410-11E3-A442-1CC4B7D83400', '100025030708-1F1162F2-9410-11E3-A442-1CC4B7D83400', '100025030709-1F118782-9410-11E3-A442-1CC4B7D83400', '100025030710-1F11AC76-9410-11E3-A442-1CC4B7D83400', '100025030711-1F11D12E-9410-11E3-A442-1CC4B7D83400', '100025030712-1F11F640-9410-11E3-A442-1CC4B7D83400', '100025030713-1F123F06-9410-11E3-A442-1CC4B7D83400', '100025030714-1F128F88-9410-11E3-A442-1CC4B7D83400', '100025030715-1F143F40-9410-11E3-A442-1CC4B7D83400', '100025030716-A9916702-940F-11E3-90AC-1CC4B7D83400', '100025030717-A98E9216-940F-11E3-90AC-1CC4B7D83400', '100025030718-A99098FE-940F-11E3-90AC-1CC4B7D83400', '100025030719-A97875DA-940F-11E3-90AC-1CC4B7D83400', '100025030720-A978D700-940F-11E3-90AC-1CC4B7D83400', '100025030721-A979220A-940F-11E3-90AC-1CC4B7D83400', '100025030722-A9796D5A-940F-11E3-90AC-1CC4B7D83400', '100025030723-A9923DD0-940F-11E3-90AC-1CC4B7D83400', '100025030724-A98EE4C8-940F-11E3-90AC-1CC4B7D83400', '100025030725-A9932AE2-940F-11E3-90AC-1CC4B7D83400', '100025030726-E386387A-940F-11E3-B318-1CC4B7D83400', '100025030727-E38552A2-940F-11E3-B318-1CC4B7D83400', '100025030728-E385CBE2-940F-11E3-B318-1CC4B7D83400', '100025030729-E38431F6-940F-11E3-B318-1CC4B7D83400', '100025030730-E38471A2-940F-11E3-B318-1CC4B7D83400', '100025030731-E38496DC-940F-11E3-B318-1CC4B7D83400', '100025030732-E384CB34-940F-11E3-B318-1CC4B7D83400', '100025030733-E3869EB4-940F-11E3-B318-1CC4B7D83400', '100025030734-E3857F3E-940F-11E3-B318-1CC4B7D83400', '100025030735-E3873CFC-940F-11E3-B318-1CC4B7D83400', '100025030736-FC5F01E2-940F-11E3-A946-1CC4B7D83400', '100025030737-FC5E3802-940F-11E3-A946-1CC4B7D83400', '100025030738-FC5EAD96-940F-11E3-A946-1CC4B7D83400', '100025030739-FC5D208E-940F-11E3-A946-1CC4B7D83400', '100025030740-FC5D6A62-940F-11E3-A946-1CC4B7D83400', '100025030741-FC5D933E-940F-11E3-A946-1CC4B7D83400', '100025030742-FC5DC98A-940F-11E3-A946-1CC4B7D83400', '100025030743-FC5F6092-940F-11E3-A946-1CC4B7D83400', '100025030744-FC5E6052-940F-11E3-A946-1CC4B7D83400', '100025030745-FC600182-940F-11E3-A946-1CC4B7D83400', '10031369', '10031370', '10031371', '10031373', '10031435', '10031436', '10031437', '10031438', '1006251', '1006252', '1006275', '1006299', '1013854253-10C5E8A6-D8EC-11E2-BE1E-1708D1228400', '1013854254-10C79CAA-D8EC-11E2-BE1E-1708D1228400', '1013854255-10C724B4-D8EC-11E2-BE1E-1708D1228400', '1013854256-10C6BAF6-D8EC-11E2-BE1E-1708D1228400', '1013854257-10C89060-D8EC-11E2-BE1E-1708D1228400', '1013854258-10C900E0-D8EC-11E2-BE1E-1708D1228400', '1013854259-10CDF56E-D8EC-11E2-BE1E-1708D1228400', '1013854260-10D2A636-D8EC-11E2-BE1E-1708D1228400', '1013854261-10C81A36-D8EC-11E2-BE1E-1708D1228400', '1013854262-10D3906E-D8EC-11E2-BE1E-1708D1228400', '1013854263-10D31922-D8EC-11E2-BE1E-1708D1228400', '10171670', '10171832', '10171837', '10CFBE94-D8EC-11E2-AF59-1708D1228400', '10D6054C-D8EC-11E2-AF59-1708D1228400', '12903100680', '12903300680', '12905100680', '14262600680', '14262700680', '14262800680', '14294100680', '160', '161', '162', '178', '179', '18981711', '1b635bdaba5c4413812e1e7b617a8a8a', '1d95a1c2816e41a28a6f1da040d0c09a', '20130607113300-ResultOrganizer', '2323', '2324', '2336', '2763', '2764', '2765', '2766', '2778', '2779', '2780', '2781', '2797', '2798', '2799', '2800', '2807', '2808', '2809', '2810', '2811', '2812', '2813', '2814', '2815', '2816', '2899', '2900', '2901', '2902', '2909', '2910', '2911', '2912', '2936', '2937', '2938', '2939', '30011130000039', '30011130000075', '308', '309', '42', '43', '44', '493', '497', '521f18adca5d4968be28fd53c7fc1266', '5a1e61033f3843598fe4c538467238b8', '5f0655ed48d246b3863f66dbccc6e46e', '659988700005', '65998870000512', '659988700005120', '666021900033', '6660219000331', '6660219000332', '6fafe2cf3700432985a2b6664698b0ea', '7d7a2dfd05274ffe9db52d8b4f4bf3c6', '8532ab7c57204ed99a0783d30d91b9a8', '8730c1940fa440bb9dfb72feea1fec70', '88ca3f09aba74fec8eb29ef7bea41c2d', '8b7f7581d99d44a193e532524bf96289', '94dd16c2499141c280db35c508a61501', '9b26dce4f10b4dbba3047f229330434f', 'ae61eb94fe3a4191b657b33cc3218c21', 'b6c1b7d839eb4006b542c1612b296ecb', 'cc2eb45ed67342268e9c4132ed8c2b19', 'ed19b023dbfc4e9d9731b5cc42913f2c', 'fcc19dbf210f406497f67d4db2bb4757']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.performer.assignedEntity.assignedPerson.name.nullFlavor,2,['NI']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.list.item.table.tbody.tr.td.content.styleCode,40,['xlabel']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.code,312,"['10509002', '11687002', '126675008', '126838000', '127364007', '13644009', '13645005', '14669001', '165746003', '188161004', '190424003', '191615005', '193462001', '194828000', '195967001', '195979001', '199305006', '230572002', '233604007', '238134004', '248986005', '261650005', '261653007', '266569009', '268621008', '26929004', '279039007', '282100009', '282743009', '304914007', '312904009', '315903005', '35489007', '36228007', '363746003', '36971009', '369921003', '370202007', '370205009', '373899003', '38341003', '385093006', '389087006', '395022009', '399068003', '40930008', '414285001', '416098002', '417742002', '419199007', '419511003', '42399005', '427295004', '429087003', '43116000', '433144002', '44054006', '44808001', '46635009', '47268002', '480.9', '48440001', '48867003', '493.90', '49436004', '50563003', '52674009', '53298000', '53627009', '53741008', '55607006', '5582204', '57054005', '59037007', '5962100', '59621000', '61373006', '64109004', '64572001', '65363002', '65710008', '66557003', '72658003', '74400008', '78691002', '799.02', '84114007', '84494001', '87433001', '87522002', '8957000', '94222008', '94391008', '95891005', '9826008']"
ClinicalDocument.documentationOf.serviceEvent.id.extension,48,"['10043698', '123453', '1257907', '202400270', '209600270', '230100270', '3397', '5283815', '605196']"
ClinicalDocument.authenticator.assignedEntity.representedOrganization.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.typeCode,38,['PRF']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.id.nullFlavor,6,"['NI', 'UNK']"
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.assignedEntity.assignedPerson.name.suffix.@value,2,"['MD', 'RN']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.code.code,6,"['1160-1', 'PROFF']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.act.code.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.playingEntity.name.@value,6,"['Community Health and Hospitals', 'Get Well Clinic', 'Office - Madison Medical Center, P.A.']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.performer.assignedEntity.assignedPerson.name.suffix.@value,28,"['MD', 'RN']"
ClinicalDocument.component.structuredBody.component.section.entry.supply.effectiveTime.high.value,2,['199911']
ClinicalDocument.component.structuredBody.component.section.entry.typeCode,252,['DRIV']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.interpretationCode.code,4,"['480.9', '493.90', '733.6', '799.02']"
ClinicalDocument.component.structuredBody.component.section.text.@value,26,"['\n                  Vitals Normal:\n                  ', ' Difficulty remembering dates. Patient uses cane for walking.', ' Following a colonoscopy, the patient was admitted and started on Lovenox and nitroglycerin paste.\n\n\t\t\t\t\t\tThe patient had serial cardiac enzymes and was ruled out for myocardial\n\n\t\t\t\t\t\tinfarction. The patient underwent a dual isotope stress test. There was no\n\n\t\t\t\t\t\tevidence of reversible ischemia on the Cardiolite scan. The patient has been\n\n\t\t\t\t\t\tambulated. The patient had a Holter monitor placed but the report is not\n\n\t\t\t\t\t\tavailable at this time. The patient has remained hemodynamically stable.\n\n\t\t\t\t\t\tWill discharge.', '250 ML Ringers Lactate', 'A 6 mm sessile polyp was found in the ascending colon and removed by\n\n            snare, no cautery. Bleeding was controlled. Moderate diverticulosis\n\n            and hemorrhoids were incidentally noted.', 'Appendicitis', 'Appendicitis with periappendiceal abscess', 'Ascending colon polyp', 'Asthmatic symptoms while under general anesthesia.', 'Colonoscopy', 'Diverticula of intestine', 'GENERAL: Well-developed, slightly obese man. ', 'Laparoscopic Appendectomy', 'Minimal', 'No Education resources were given to the patient during the visit', 'No implants were placed.', 'No solid food for 2 days.  Follow the B.R.A.T. diet for 2 days after that.  Regular diet may be resumed 4 days after discharge.', 'No vitals taken', 'Not available.', 'Not indicated', 'Penrose drain placed', 'Suspected lung tumor', 'The patient was brought to the operating room, placed in the supine position, and general  anesthesia was induced.  A detailed technical narrative of a laparoscopic appendectomy from initial incision to placement of any dressings follows.', 'The patient was taken to the Endoscopy Recovery Unit in stable\n\n\t\t\t\t\t\tcondition.', 'The procedure is performed for screening in a low risk individual.\n\n   ']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.representedOrganization.name.@value,6,"['Get Well Clinic', 'Madison Medical Center P. A.', 'NEXTGEN Medical Practice (Horsham)']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.author.time.value,32,"['20100315103000-0400', '20100415103000-0400', '20101002103000-0400', '20110312093000-0500', '20110925103000-0400', '20111002103000-0400', '20111101103000-0400', '20120330103000-0400', '20120806103000-0400', '20120806153045-0400', '20120806160645-0400', '20120815103000-0400', '20121002103000-0400', '20130130093000-0500', '20130530172557-0400', '20130530174824-0400', '20130710220147.000-0500', '20130710223121.000-0500', '20130718152103-0400']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.informant.assignedEntity.addr.country.@value,2,['US']
ClinicalDocument.legalAuthenticator.assignedEntity.representedOrganization.addr.streetAddressLine.@value,2,['795 Horsham Road']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.performer.assignedEntity.assignedPerson.name.family.@value,12,"['Healthy', 'Kidder', 'Seven', 'Stage']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.performer.assignedEntity.telecom.value,12,"['tel:+1-(555)555-1002', 'tel:+1-(555)555-1009', 'tel:+1-(555)555-1034', 'tel:+1-(555)555-1046']"
ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.state.@value,226,"['AL', 'AZ', 'CA', 'CO', 'CT', 'DC', 'FL', 'GA', 'IA', 'ID', 'IL', 'IN', 'KS', 'LA', 'MA', 'MD', 'MI', 'MN', 'MO', 'MS', 'NC', 'NJ', 'NM', 'NV', 'NY', 'OH', 'OK', 'OR', 'PA', 'SD', 'TN', 'TX', 'UT', 'VA', 'WI']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.id.root,24,"['2.16.840.1.113883.3.140.1.0.6.3', '2.16.840.1.113883.4.6', '2a620155-9d11-439e-92b3-5d9815fe4de8']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.informant.assignedEntity.addr.postalCode.@value,2,['32608']
ClinicalDocument.recordTarget.patientRole.patient.birthplace.place.addr.state.@value,224,"['AL', 'AR', 'AZ', 'CA', 'CO', 'CT', 'DC', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'LA', 'MA', 'MD', 'MI', 'MN', 'MO', 'MS', 'NC', 'ND', 'NJ', 'NM', 'NY', 'OH', 'OK', 'OR', 'PA', 'SC', 'TN', 'TX', 'UT', 'VA', 'VT', 'WA', 'WI']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.rateQuantity.value,4,"['110', '90']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.performer.assignedEntity.classCode,2,['ASSIGNED']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.representedOrganization.addr.city.@value,2,['Gainesville']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.moodCode,20,['EVN']
ClinicalDocument.dataEnterer.assignedEntity.id.extension,232,"['43252', '605196', '671158', '678910', '999999943252']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.codeSystemName,230,"['CPT', 'CPT-4', 'CPT4', 'Current Procedural Terminology', 'HCPCS', 'SNOMED CT', 'SNOMED-CT']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.low.unit,12,['10+3/ul']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.classCode,14,['MMAT']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.addr.postalCode.@value,8,['02368']
ClinicalDocument.recordTarget.typeCode,42,['RCT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.interpretationCode.code,202,"['MS', 'S', 'VS']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.code.codeSystem,4,['2.16.840.1.113883.5.4']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.performer.assignedEntity.assignedPerson.name.given.@value,30,"['A', 'Aaron', 'Bruce', 'Henry', 'K', 'Karen', 'L', 'Martin', 'Nancy', 'Samir', 'Stanley', 'Terry']"
